CrimeDate	CrimeTime	CrimeCode	Location	Description	Weapon	Post	District	Neighborhood	"Location 1"	"Total Incidents"	latitude	longitude
2013/03/19	912	1F	"2200 N FULTON AV"	HOMICIDE	FIREARM	736	WESTERN	Parkview/Woodbrook	"(39.3141900000, -76.6452900000)"	1	39.3141900000	-76.6452900000
2013/03/19	1838	1F	"300 WILSON ST"	HOMICIDE	FIREARM	133	CENTRAL	"Madison Park"	"(39.3069300000, -76.6301300000)"	1	39.3069300000	-76.6301300000
2013/03/18	941	1F	"2700 FOX ST"	HOMICIDE	FIREARM	512	NORTHERN	Remington	"(39.3203600000, -76.6216100000)"	1	39.3203600000	-76.6216100000
2013/03/18	1221	1F	"3000 WINDSOR AV"	HOMICIDE	FIREARM	812	SOUTHWESTERN	Walbrook	"(39.3123000000, -76.6680100000)"	1	39.3123000000	-76.6680100000
2013/03/17	518	1K	"600 FALLSWAY"	HOMICIDE	KNIFE	315	EASTERN	Penn-Fallsway	"(39.2971900000, -76.6103100000)"	1	39.2971900000	-76.6103100000
2013/03/17	1115	1F	"1800 RUXTON AV"	HOMICIDE	FIREARM	735	WESTERN	"Coppin Heights/Ash-Co-East"	"(39.3086200000, -76.6550800000)"	1	39.3086200000	-76.6550800000
2013/03/17	2134	1F	"3700 MANCHESTER AV"	HOMICIDE	FIREARM	614	NORTHWESTERN	"Central Park Heights"	"(39.3430600000, -76.6762100000)"	1	39.3430600000	-76.6762100000
2013/03/14	1200	1K	"2600 WEGWORTH LA"	HOMICIDE	KNIFE	923	SOUTHERN	Lakeland	"(39.2545200000, -76.6449000000)"	1	39.2545200000	-76.6449000000
2013/03/08	607	1K	"600 S FULTON AV"	HOMICIDE	KNIFE	935	SOUTHERN	"Carrollton Ridge"	"(39.2809700000, -76.6448100000)"	1	39.2809700000	-76.6448100000
2013/03/04	26	1F	"2900 MOSHER ST"	HOMICIDE	FIREARM	814	SOUTHWESTERN	"Franklintown Road"	"(39.2992000000, -76.6658900000)"	1	39.2992000000	-76.6658900000
2013/03/03	1712	1K	"3100 MILFORD AV"	HOMICIDE	KNIFE	623	NORTHWESTERN	"Howard Park"	"(39.3259500000, -76.7007900000)"	1	39.3259500000	-76.7007900000
2013/03/03	1833	1F	"1900 WALBROOK AV"	HOMICIDE	FIREARM	732	WESTERN	Mondawmin	"(39.3109000000, -76.6482800000)"	1	39.3109000000	-76.6482800000
2013/03/02	448	1F	"1100 BARCLAY ST"	HOMICIDE	FIREARM	313	EASTERN	"Johnston Square"	"(39.3026500000, -76.6104000000)"	1	39.3026500000	-76.6104000000
2013/03/02	724	1F	"300 E 22 1/2 ST"	HOMICIDE	FIREARM	311	EASTERN	Barclay	"(39.3144400000, -76.6122600000)"	1	39.3144400000	-76.6122600000
2013/03/02	2100	1F	"1800 PRESBURY ST"	HOMICIDE	FIREARM	732	WESTERN	Sandtown-Winchester	"(39.3078900000, -76.6476900000)"	1	39.3078900000	-76.6476900000
2013/02/24	2250	1F	"1700 MONTPELIER ST"	HOMICIDE	FIREARM	411	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3197500000, -76.5950800000)"	1	39.3197500000	-76.5950800000
2013/02/24	2250	1F	"1700 MONTPELIER ST"	HOMICIDE	FIREARM	411	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3197500000, -76.5950800000)"	1	39.3197500000	-76.5950800000
2013/02/22	442	1F	"2000 N MONROE ST"	HOMICIDE	FIREARM	732	WESTERN	Mondawmin	"(39.3112300000, -76.6482800000)"	1	39.3112300000	-76.6482800000
2013/02/22	442	1F	"2000 N MONROE ST"	HOMICIDE	FIREARM	732	WESTERN	Mondawmin	"(39.3112300000, -76.6482800000)"	1	39.3112300000	-76.6482800000
2013/02/21	2015	1F	"500 N FREMONT AV"	HOMICIDE	FIREARM	714	WESTERN	"Harlem Park"	"(39.2944800000, -76.6319600000)"	1	39.2944800000	-76.6319600000
2013/02/19	1809	1F	"3900 FRISBY ST"	HOMICIDE	FIREARM	525	NORTHERN	"Pen Lucy"	"(39.3366200000, -76.6061900000)"	1	39.3366200000	-76.6061900000
2013/02/18	2312	1F	"4300 ADELLE TER"	HOMICIDE	FIREARM	824	SOUTHWESTERN	Irvington	"(39.2824500000, -76.6876600000)"	1	39.2824500000	-76.6876600000
2013/02/11	1819	1F	"1100 N STRICKER ST"	HOMICIDE	FIREARM	715	WESTERN	Sandtown-Winchester	"(39.3012900000, -76.6417200000)"	1	39.3012900000	-76.6417200000
2013/02/08	1418	1O	"5700 HIGHGATE DR"	HOMICIDE	OTHER	635	NORTHWESTERN	Glen	"(39.3555200000, -76.6813900000)"	1	39.3555200000	-76.6813900000
2013/02/05	1414	1K	"0 N HOWARD ST"	HOMICIDE	KNIFE	113	CENTRAL	Downtown	"(39.2900600000, -76.6194400000)"	1	39.2900600000	-76.6194400000
2013/02/04	205	1K	"200 E FAYETTE ST"	HOMICIDE	KNIFE	111	CENTRAL	Downtown	"(39.2904300000, -76.6120700000)"	1	39.2904300000	-76.6120700000
2013/02/03	58	1F	"0 WHEELER AV"	HOMICIDE	FIREARM	721	WESTERN	"Penrose/Fayette Street Outreach"	"(39.2882800000, -76.6543300000)"	1	39.2882800000	-76.6543300000
2013/02/03	1859	1F	"1600 MC KEAN AV"	HOMICIDE	FIREARM	732	WESTERN	Sandtown-Winchester	"(39.3071600000, -76.6472000000)"	1	39.3071600000	-76.6472000000
2013/02/02	414	1F	"3400 REISTERSTOWN RD"	HOMICIDE	FIREARM	611	NORTHWESTERN	"Park Circle"	"(39.3268700000, -76.6587200000)"	1	39.3268700000	-76.6587200000
2013/02/01	2011	1F	"100 N BENTALOU ST"	HOMICIDE	FIREARM	721	WESTERN	"Penrose/Fayette Street Outreach"	"(39.2896200000, -76.6529900000)"	1	39.2896200000	-76.6529900000
2013/01/30	1800	1F	"4600 LAUREL AV"	HOMICIDE	FIREARM	534	NORTHERN	Cylburn	"(39.3446100000, -76.6655200000)"	1	39.3446100000	-76.6655200000
2013/01/29	226	1F	"2600 SOUTHERN AV"	HOMICIDE	FIREARM	426	NORTHEASTERN	Lauraville	"(39.3465300000, -76.5727400000)"	1	39.3465300000	-76.5727400000
2013/01/28	1157	1F	"1500 STONEWOOD RD"	HOMICIDE	FIREARM	426	NORTHEASTERN	Stonewood-Pentwood-Winston	"(39.3493200000, -76.5903600000)"	1	39.3493200000	-76.5903600000
2013/01/27	2346	1F	"400 PARKSLEY AV"	HOMICIDE	FIREARM	834	SOUTHWESTERN	"Gwynns Falls"	"(39.2797800000, -76.6656600000)"	1	39.2797800000	-76.6656600000
2013/01/22	2125	1F	"600 N MILTON AV"	HOMICIDE	FIREARM	221	SOUTHEASTERN	"McElderry Park"	"(39.2978600000, -76.5822700000)"	1	39.2978600000	-76.5822700000
2013/01/18	2349	1K	"300 E NORTH AV"	HOMICIDE	KNIFE	314	EASTERN	"Greenmount West"	"(39.3111900000, -76.6115500000)"	1	39.3111900000	-76.6115500000
2013/01/16	2305	1F	"3700 OLD FREDERICK RD"	HOMICIDE	FIREARM	824	SOUTHWESTERN	"Saint Josephs"	"(39.2835500000, -76.6776900000)"	1	39.2835500000	-76.6776900000
2013/01/15	1047	1F	"3900 W MULBERRY ST"	HOMICIDE	FIREARM	822	SOUTHWESTERN	Allendale	"(39.2916900000, -76.6810700000)"	1	39.2916900000	-76.6810700000
2013/01/13	555	1F	"2100 W NORTH AV"	HOMICIDE	FIREARM	735	WESTERN	Mondawmin	"(39.3097200000, -76.6515200000)"	1	39.3097200000	-76.6515200000
2013/01/12	155	1F	"200 N FRANKLINTOWN RD"	HOMICIDE	FIREARM	816	SOUTHWESTERN	"Penrose/Fayette Street Outreach"	"(39.2901200000, -76.6604400000)"	1	39.2901200000	-76.6604400000
2013/01/11	1945	1F	"3500 5TH ST"	HOMICIDE	FIREARM	912	SOUTHERN	Brooklyn	"(39.2388600000, -76.6028400000)"	1	39.2388600000	-76.6028400000
2013/01/11	2330	1F	"2300 W LANVALE ST"	HOMICIDE	FIREARM	723	WESTERN	"Evergreen Lawn"	"(39.2970600000, -76.6536000000)"	1	39.2970600000	-76.6536000000
2013/01/11	2347	1K	"5400 YORK RD"	HOMICIDE	KNIFE	523	NORTHERN	Mid-Govans	"(39.3560000000, -76.6098600000)"	1	39.3560000000	-76.6098600000
2013/01/03	300	1O	"5600 SAGRA RD"	HOMICIDE	OTHER	421	NORTHEASTERN	"Woodbourne Heights"	"(39.3569500000, -76.5925800000)"	1	39.3569500000	-76.5925800000
2012/12/31	1737	1F	"2100 BRYANT AV"	HOMICIDE	FIREARM	736	WESTERN	Mondawmin	"(39.3157200000, -76.6505900000)"	1	39.3157200000	-76.6505900000
2012/12/28	1405	1F	"2500 WOODBROOK AV"	HOMICIDE	FIREARM	733	WESTERN	"Penn North"	"(39.3121100000, -76.6431700000)"	1	39.3121100000	-76.6431700000
2012/12/24	1125	1F	"1100 WEBB CT"	HOMICIDE	FIREARM	315	EASTERN	Oldtown	"(39.3007000000, -76.6026900000)"	1	39.3007000000	-76.6026900000
2012/12/20	645	1K	"200 ATHOLGATE LA"	HOMICIDE	KNIFE	826	SOUTHWESTERN	"Ten Hills"	"(39.2855600000, -76.6969200000)"	1	39.2855600000	-76.6969200000
2012/12/17	2002	1F	"1700 GWYNNS FALLS PKWY"	HOMICIDE	FIREARM	736	WESTERN	Parkview/Woodbrook	"(39.3171400000, -76.6497800000)"	1	39.3171400000	-76.6497800000
2012/12/16	1148	1F	"2800 WINWOOD CT"	HOMICIDE	FIREARM	924	SOUTHERN	"Cherry Hill"	"(39.2465000000, -76.6287900000)"	1	39.2465000000	-76.6287900000
2012/12/15	245	1F	"1000 MADISON AV"	HOMICIDE	FIREARM	123	CENTRAL	Upton	"(39.3009700000, -76.6244000000)"	1	39.3009700000	-76.6244000000
2012/12/13	1502	1F	"3200 LYNDHURST AV"	HOMICIDE	FIREARM	622	NORTHWESTERN	"West Forest Park"	"(39.3225000000, -76.6877600000)"	1	39.3225000000	-76.6877600000
2012/12/10	1136	1F	"1500 SHIELDS PL"	HOMICIDE	FIREARM	132	CENTRAL	Upton	"(39.3009500000, -76.6341600000)"	1	39.3009500000	-76.6341600000
2012/12/08	1405	1F	"800 BROOKS LA"	HOMICIDE	FIREARM	134	CENTRAL	"Reservoir Hill"	"(39.3160300000, -76.6346500000)"	1	39.3160300000	-76.6346500000
2012/12/07	356	1K	"1800 N FULTON AV"	HOMICIDE	KNIFE	732	WESTERN	Sandtown-Winchester	"(39.3090900000, -76.6462800000)"	1	39.3090900000	-76.6462800000
2012/12/07	2219	1F	"2300 WESTWOOD AV"	HOMICIDE	FIREARM	735	WESTERN	"Coppin Heights/Ash-Co-East"	"(39.3086000000, -76.6541200000)"	1	39.3086000000	-76.6541200000
2012/12/06	149	1O	"5300 FRANKFORD AV"	HOMICIDE	OTHER	434	NORTHEASTERN	Frankford	"(39.3243200000, -76.5407800000)"	1	39.3243200000	-76.5407800000
2012/12/02	1130	1K	"1400 BROENING HWY"	HOMICIDE	KNIFE	234	SOUTHEASTERN	Medford	"(39.2770300000, -76.5436400000)"	1	39.2770300000	-76.5436400000
2012/12/01	132	1K	"400 N DUNCAN ST"	HOMICIDE	KNIFE	325	EASTERN	CARE	"(39.2958100000, -76.5871000000)"	1	39.2958100000	-76.5871000000
2012/11/26	1411	1O	"300 E 22ND ST"	HOMICIDE	OTHER	311	EASTERN	Barclay	"(39.3144000000, -76.6119600000)"	1	39.3144000000	-76.6119600000
2012/11/25	2102	1F	"2200 BARCLAY ST"	HOMICIDE	FIREARM	311	EASTERN	Barclay	"(39.3146700000, -76.6111800000)"	1	39.3146700000	-76.6111800000
2012/11/25	2126	1F	"500 N CALHOUN ST"	HOMICIDE	FIREARM	713	WESTERN	"Harlem Park"	"(39.2942300000, -76.6399000000)"	1	39.2942300000	-76.6399000000
2012/11/24	1332	1F	"1300 LAURENS ST"	HOMICIDE	FIREARM	731	WESTERN	Sandtown-Winchester	"(39.3033800000, -76.6390600000)"	1	39.3033800000	-76.6390600000
2012/11/22	1419	1F	"2000 N FOREST PARK AV"	HOMICIDE	FIREARM	821	SOUTHWESTERN	Franklintown	"(39.3091200000, -76.7082400000)"	1	39.3091200000	-76.7082400000
2012/11/21	1433	1F	"2800 BOARMAN AV"	HOMICIDE	FIREARM	613	NORTHWESTERN	Towanda-Grantley	"(39.3379100000, -76.6678400000)"	1	39.3379100000	-76.6678400000
2012/11/20	1958	1F	"2700 GREENMOUNT AV"	HOMICIDE	FIREARM	512	NORTHERN	Harwood	"(39.3209700000, -76.6095100000)"	1	39.3209700000	-76.6095100000
2012/11/18	1538	1F	"3900 WOODHAVEN AV"	HOMICIDE	FIREARM	622	NORTHWESTERN	"Concerned Citizens Of Forest Park"	"(39.3213800000, -76.6821700000)"	1	39.3213800000	-76.6821700000
2012/11/16	2203	1F	"3000 ELGIN AV"	HOMICIDE	FIREARM	812	SOUTHWESTERN	Walbrook	"(39.3133500000, -76.6684100000)"	1	39.3133500000	-76.6684100000
2012/11/14	2043	1F	"2700 FENWICK AV"	HOMICIDE	FIREARM	412	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3227100000, -76.5897800000)"	1	39.3227100000	-76.5897800000
2012/11/13	2110	1F	"2500 W LAFAYETTE AV"	HOMICIDE	FIREARM	725	WESTERN	"Evergreen Lawn"	"(39.2983100000, -76.6587600000)"	1	39.2983100000	-76.6587600000
2012/11/13	2110	1F	"2500 W LAFAYETTE AV"	HOMICIDE	FIREARM	725	WESTERN	"Evergreen Lawn"	"(39.2983100000, -76.6587600000)"	1	39.2983100000	-76.6587600000
2012/11/12	1537	1K	"1800 RUTLAND AV"	HOMICIDE	KNIFE	321	EASTERN	"Broadway East"	"(39.3111500000, -76.5930200000)"	1	39.3111500000	-76.5930200000
2012/11/08	1508	1F	"5100 GOODNOW RD"	HOMICIDE	FIREARM	433	NORTHEASTERN	Frankford	"(39.3259400000, -76.5437600000)"	1	39.3259400000	-76.5437600000
2012/11/06	38	1F	"3000 FREDERICK AV"	HOMICIDE	FIREARM	834	SOUTHWESTERN	"Carroll-South Hilton"	"(39.2800900000, -76.6667500000)"	1	39.2800900000	-76.6667500000
2012/11/05	1549	1K	"1200 WASHINGTON BLVD"	HOMICIDE	KNIFE	931	SOUTHERN	"Washington Village/Pigtown"	"(39.2813800000, -76.6345100000)"	1	39.2813800000	-76.6345100000
2012/11/04	1854	1F	"3100 ARTABAN PL"	HOMICIDE	FIREARM	621	NORTHWESTERN	Hanlon-Longwood	"(39.3175300000, -76.6705000000)"	1	39.3175300000	-76.6705000000
2012/11/03	255	1F	"600 N LAKEWOOD AV"	HOMICIDE	FIREARM	221	SOUTHEASTERN	"McElderry Park"	"(39.2982300000, -76.5794500000)"	1	39.2982300000	-76.5794500000
2012/11/03	1436	1F	"1200 LINWORTH AV"	HOMICIDE	FIREARM	421	NORTHEASTERN	"New Northwood"	"(39.3472300000, -76.5980800000)"	1	39.3472300000	-76.5980800000
2012/11/01	1708	1F	"2600 E MONUMENT ST"	HOMICIDE	FIREARM	334	EASTERN	Madison-Eastend	"(39.2989300000, -76.5807800000)"	1	39.2989300000	-76.5807800000
2012/10/31	2016	1F	"5300 CARRIAGE CT"	HOMICIDE	FIREARM	826	SOUTHWESTERN	Westgate	"(39.2830800000, -76.7066700000)"	1	39.2830800000	-76.7066700000
2012/10/31	2200	1F	"6000 MARJORIE LA"	HOMICIDE	FIREARM	522	NORTHERN	"Evesham Park"	"(39.3658200000, -76.6063700000)"	1	39.3658200000	-76.6063700000
2012/10/30	1715	1F	"1100 HOMEWOOD AV"	HOMICIDE	FIREARM	313	EASTERN	"Johnston Square"	"(39.3029200000, -76.6065000000)"	1	39.3029200000	-76.6065000000
2012/10/25	1426	1F	"2200 ANNAPOLIS RD"	HOMICIDE	FIREARM	922	SOUTHERN	Westport	"(39.2638900000, -76.6334100000)"	1	39.2638900000	-76.6334100000
2012/10/24	2040	1F	"2700 MARBOURNE AV"	HOMICIDE	FIREARM	923	SOUTHERN	Lakeland	"(39.2525400000, -76.6438800000)"	1	39.2525400000	-76.6438800000
2012/10/24	2300	1F	"1400 E PRESTON ST"	HOMICIDE	FIREARM	322	EASTERN	Oliver	"(39.3051800000, -76.5994700000)"	1	39.3051800000	-76.5994700000
2012/10/20	1505	1F	"2500 E HOFFMAN ST"	HOMICIDE	FIREARM	333	EASTERN	Berea	"(39.3069200000, -76.5826500000)"	1	39.3069200000	-76.5826500000
2012/10/20	2302	1F	"3100 GARRISON BLVD"	HOMICIDE	FIREARM	622	NORTHWESTERN	"Concerned Citizens Of Forest Park"	"(39.3234100000, -76.6811700000)"	1	39.3234100000	-76.6811700000
2012/10/14	1853	1F	"3000 E BALTIMORE ST"	HOMICIDE	FIREARM	223	SOUTHEASTERN	"Patterson Park Neighborhood"	"(39.2923100000, -76.5746600000)"	1	39.2923100000	-76.5746600000
2012/10/12	1845	1F	"300 E 26TH ST"	HOMICIDE	FIREARM	513	NORTHERN	Harwood	"(39.3196000000, -76.6122200000)"	1	39.3196000000	-76.6122200000
2012/10/11	1724	1F	"2300 N CHARLES ST"	HOMICIDE	FIREARM	516	NORTHERN	"Old Goucher"	"(39.3155700000, -76.6168700000)"	1	39.3155700000	-76.6168700000
2012/10/08	2127	1F	"600 DUMBARTON AV"	HOMICIDE	FIREARM	525	NORTHERN	"Pen Lucy"	"(39.3381000000, -76.6073400000)"	1	39.3381000000	-76.6073400000
2012/10/07	2158	1F	"6200 FAIRLAWN AV"	HOMICIDE	FIREARM	631	NORTHWESTERN	"Reisterstown Station"	"(39.3531400000, -76.7014700000)"	1	39.3531400000	-76.7014700000
2012/10/03	2055	1F	"1800 W LANVALE ST"	HOMICIDE	FIREARM	724	WESTERN	"Harlem Park"	"(39.2976300000, -76.6460700000)"	1	39.2976300000	-76.6460700000
2012/10/03	2100	1F	"200 N FULTON AV"	HOMICIDE	FIREARM	711	WESTERN	"Franklin Square"	"(39.2906800000, -76.6453700000)"	1	39.2906800000	-76.6453700000
2012/10/01	2328	1F	"2800 QUANTICO AV"	HOMICIDE	FIREARM	613	NORTHWESTERN	Towanda-Grantley	"(39.3358200000, -76.6662800000)"	1	39.3358200000	-76.6662800000
2012/09/30	317	1F	"600 N BELNORD AV"	HOMICIDE	FIREARM	221	SOUTHEASTERN	"McElderry Park"	"(39.2980000000, -76.5787400000)"	1	39.2980000000	-76.5787400000
2012/09/28	1900	1F	"200 REEDBIRD AV"	HOMICIDE	FIREARM	924	SOUTHERN	"Cherry Hill"	"(39.2485800000, -76.6164500000)"	1	39.2485800000	-76.6164500000
2012/09/27	2107	1F	"300 S AUGUSTA AV"	HOMICIDE	FIREARM	833	SOUTHWESTERN	Irvington	"(39.2810800000, -76.6846300000)"	1	39.2810800000	-76.6846300000
2012/09/26	2230	1F	"3600 OLD YORK RD"	HOMICIDE	FIREARM	525	NORTHERN	Waverly	"(39.3332200000, -76.6076500000)"	1	39.3332200000	-76.6076500000
2012/09/25	50	1F	"1800 MOSHER ST"	HOMICIDE	FIREARM	724	WESTERN	Sandtown-Winchester	"(39.2998800000, -76.6464500000)"	1	39.2998800000	-76.6464500000
2012/09/24	145	1F	"200 S PULASKI ST"	HOMICIDE	FIREARM	835	SOUTHWESTERN	"Carrollton Ridge"	"(39.2842400000, -76.6498900000)"	1	39.2842400000	-76.6498900000
2012/09/24	1600	1F	"0 N LINWOOD AV"	HOMICIDE	FIREARM	222	SOUTHEASTERN	"Patterson Park Neighborhood"	"(39.2927700000, -76.5761800000)"	1	39.2927700000	-76.5761800000
2012/09/23	2055	1F	"2700 MURA ST"	HOMICIDE	FIREARM	333	EASTERN	Berea	"(39.3053900000, -76.5792600000)"	1	39.3053900000	-76.5792600000
2012/09/23	2115	1F	"3000 CHESTERFIELD AV"	HOMICIDE	FIREARM	415	NORTHEASTERN	Belair-Edison	"(39.3243600000, -76.5691200000)"	1	39.3243600000	-76.5691200000
2012/09/22	2038	1F	"600 DUMBARTON AV"	HOMICIDE	FIREARM	525	NORTHERN	"Pen Lucy"	"(39.3381000000, -76.6073400000)"	1	39.3381000000	-76.6073400000
2012/09/21	200	1K	"2700 W NORTH AV"	HOMICIDE	KNIFE	811	SOUTHWESTERN	"Coppin Heights/Ash-Co-East"	"(39.3092100000, -76.6616500000)"	1	39.3092100000	-76.6616500000
2012/09/20	1410	1F	"1700 PRESSTMAN ST"	HOMICIDE	FIREARM	731	WESTERN	Sandtown-Winchester	"(39.3053600000, -76.6448100000)"	1	39.3053600000	-76.6448100000
2012/09/18	657	1F	"500 N GAY ST"	HOMICIDE	FIREARM	315	EASTERN	Oldtown	"(39.2947400000, -76.6060500000)"	1	39.2947400000	-76.6060500000
2012/09/17	2226	1F	"2800 CHESTERFIELD AV"	HOMICIDE	FIREARM	415	NORTHEASTERN	"Herring Run Park"	"(39.3255100000, -76.5703600000)"	1	39.3255100000	-76.5703600000
2012/09/15	1223	1F	"500 COVENTRY RD"	HOMICIDE	FIREARM	833	SOUTHWESTERN	Beechfield	"(39.2791500000, -76.7002500000)"	1	39.2791500000	-76.7002500000
2012/09/08	222	1F	"400 GOLD ST"	HOMICIDE	FIREARM	135	CENTRAL	"Druid Heights"	"(39.3095200000, -76.6367400000)"	1	39.3095200000	-76.6367400000
2012/09/08	2207	1F	"2600 KENT ST"	HOMICIDE	FIREARM	922	SOUTHERN	Westport	"(39.2649400000, -76.6380700000)"	1	39.2649400000	-76.6380700000
2012/09/06	1956	1F	"1400 HOLBROOK ST"	HOMICIDE	FIREARM	313	EASTERN	Oliver	"(39.3064900000, -76.6031400000)"	1	39.3064900000	-76.6031400000
2012/09/04	2335	1F	"5400 SEWARD AV"	HOMICIDE	FIREARM	434	NORTHEASTERN	Frankford	"(39.3284200000, -76.5393900000)"	1	39.3284200000	-76.5393900000
2012/09/03	1149	1F	"2700 BERYL AV"	HOMICIDE	FIREARM	333	EASTERN	"Biddle Street"	"(39.3031600000, -76.5795300000)"	1	39.3031600000	-76.5795300000
2012/09/03	1900	1F	"2600 BOONE ST"	HOMICIDE	FIREARM	513	NORTHERN	"Better Waverly"	"(39.3196700000, -76.6086600000)"	1	39.3196700000	-76.6086600000
2012/09/03	2215	1F	"200 S EATON ST"	HOMICIDE	FIREARM	224	SOUTHEASTERN	Highlandtown	"(39.2902000000, -76.5655600000)"	1	39.2902000000	-76.5655600000
2012/09/03	2222	1F	"5600 FRANKFORD AV"	HOMICIDE	FIREARM	434	NORTHEASTERN	Frankford	"(39.3222000000, -76.5405400000)"	1	39.3222000000	-76.5405400000
2012/09/02	215	1F	"4800 THE ALAMEDA"	HOMICIDE	FIREARM	524	NORTHERN	"New Northwood"	"(39.3464100000, -76.5994700000)"	1	39.3464100000	-76.5994700000
2012/09/01	146	1F	"1300 N LAKEWOOD AV"	HOMICIDE	FIREARM	333	EASTERN	Berea	"(39.3059800000, -76.5799500000)"	1	39.3059800000	-76.5799500000
2012/08/30	726	1F	"2900 ROCKROSE AV"	HOMICIDE	FIREARM	612	NORTHWESTERN	"Park Circle"	"(39.3289600000, -76.6619500000)"	1	39.3289600000	-76.6619500000
2012/08/24	1100	1K	"600 BRISBANE RD"	HOMICIDE	KNIFE	833	SOUTHWESTERN	Beechfield	"(39.2734100000, -76.6942000000)"	1	39.2734100000	-76.6942000000
2012/08/23	1629	1F	"4400 MOUNTVIEW RD"	HOMICIDE	FIREARM	824	SOUTHWESTERN	Uplands	"(39.2866300000, -76.6904100000)"	1	39.2866300000	-76.6904100000
2012/08/23	1852	1O	"100 W 29TH ST"	HOMICIDE	OTHER	512	NORTHERN	"Charles Village"	"(39.3230700000, -76.6195200000)"	1	39.3230700000	-76.6195200000
2012/08/22	2005	1K	"1700 N CAREY ST"	HOMICIDE	KNIFE	732	WESTERN	"Penn North"	"(39.3091700000, -76.6431300000)"	1	39.3091700000	-76.6431300000
2012/08/21	135	1O	"1900 WALBROOK AV"	HOMICIDE	OTHER	732	WESTERN	Mondawmin	"(39.3108900000, -76.6485800000)"	1	39.3108900000	-76.6485800000
2012/08/21	2317	1F	"1700 COLE ST"	HOMICIDE	FIREARM	935	SOUTHERN	"New Southwest/Mount Clare"	"(39.2821700000, -76.6435800000)"	1	39.2821700000	-76.6435800000
2012/08/20	2102	1F	"3200 WALBROOK AV"	HOMICIDE	FIREARM	812	SOUTHWESTERN	Walbrook	"(39.3100400000, -76.6718600000)"	1	39.3100400000	-76.6718600000
2012/08/17	2	1F	"4200 HAMILTON AV"	HOMICIDE	FIREARM	435	NORTHEASTERN	Frankford	"(39.3418000000, -76.5450500000)"	1	39.3418000000	-76.5450500000
2012/08/17	2	1F	"4200 HAMILTON AV"	HOMICIDE	FIREARM	435	NORTHEASTERN	Frankford	"(39.3418000000, -76.5450500000)"	1	39.3418000000	-76.5450500000
2012/08/16	35	1F	"600 LINNARD ST"	HOMICIDE	FIREARM	815	SOUTHWESTERN	Edgewood	"(39.2945800000, -76.6763900000)"	1	39.2945800000	-76.6763900000
2012/08/16	35	1F	"600 LINNARD ST"	HOMICIDE	FIREARM	815	SOUTHWESTERN	Edgewood	"(39.2945800000, -76.6763900000)"	1	39.2945800000	-76.6763900000
2012/08/12	2044	1O	"3300 GARRISON BLVD"	HOMICIDE	OTHER	621	NORTHWESTERN	"Central Forest Park"	"(39.3264300000, -76.6826400000)"	1	39.3264300000	-76.6826400000
2012/08/10	357	1F	"0 E CHASE ST"	HOMICIDE	FIREARM	142	CENTRAL	"Mid-Town Belvedere"	"(39.3023800000, -76.6150400000)"	1	39.3023800000	-76.6150400000
2012/08/06	2336	1F	"2700 GILES RD"	HOMICIDE	FIREARM	922	SOUTHERN	"Cherry Hill"	"(39.2495800000, -76.6304900000)"	1	39.2495800000	-76.6304900000
2012/08/04	125	1F	"3000 W GARRISON AV"	HOMICIDE	FIREARM	615	NORTHWESTERN	"Central Park Heights"	"(39.3486300000, -76.6714600000)"	1	39.3486300000	-76.6714600000
2012/08/03	120	1F	"3000 ROSEDALE CT"	HOMICIDE	FIREARM	814	SOUTHWESTERN	Rosemont	"(39.3023900000, -76.6684300000)"	1	39.3023900000	-76.6684300000
2012/08/02	20	1F	"4400 PARKTON ST"	HOMICIDE	FIREARM	833	SOUTHWESTERN	"Yale Heights"	"(39.2774000000, -76.6900600000)"	1	39.2774000000	-76.6900600000
2012/08/01	241	1F	"1200 POPLAR GROVE ST"	HOMICIDE	FIREARM	814	SOUTHWESTERN	Winchester	"(39.3015100000, -76.6654000000)"	1	39.3015100000	-76.6654000000
2012/08/01	1620	1K	"5100 REISTERSTOWN RD"	HOMICIDE	KNIFE	614	NORTHWESTERN	"Langston Hughes"	"(39.3424100000, -76.6827200000)"	1	39.3424100000	-76.6827200000
2012/07/31	2320	1F	"2500 FREDERICK AV"	HOMICIDE	FIREARM	836	SOUTHWESTERN	"Shipley Hill"	"(39.2832700000, -76.6561600000)"	1	39.2832700000	-76.6561600000
2012/07/30	405	1O	"1800 W NORTH AV"	HOMICIDE	OTHER	733	WESTERN	Mondawmin	"(39.3099100000, -76.6466200000)"	1	39.3099100000	-76.6466200000
2012/07/28	225	1F	"1400 POPLAR GROVE ST"	HOMICIDE	FIREARM	814	SOUTHWESTERN	"Northwest Community Action"	"(39.3036800000, -76.6654900000)"	1	39.3036800000	-76.6654900000
2012/07/27	1200	1O	"5900 EURITH AV"	HOMICIDE	OTHER	435	NORTHEASTERN	Cedmont	"(39.3447100000, -76.5307600000)"	1	39.3447100000	-76.5307600000
2012/07/27	2300	1F	"1200 N CAROLINE ST"	HOMICIDE	FIREARM	322	EASTERN	Oliver	"(39.3043100000, -76.5980200000)"	1	39.3043100000	-76.5980200000
